Resampled version already cached
Resampled version already cached
         2617967 function calls (2562120 primitive calls) in 2.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.007    0.000 _distn_infrastructure.py:3223(_construct_docstrings)
        9    0.000    0.000    0.007    0.001 typeconv.py:103(safe_unsafe)
      323    0.001    0.000    0.007    0.000 _param_validation.py:28(validate_parameter_constraints)
        1    0.000    0.000    0.007    0.007 reloader.py:7(<module>)
      423    0.000    0.000    0.007    0.000 __init__.py:1420(has_metadata)
        1    0.000    0.000    0.007    0.007 cparser.py:1(<module>)
    35/33    0.000    0.000    0.007    0.000 core.py:4956(parseImpl)
   115/18    0.001    0.000    0.007    0.000 core.py:3816(streamline)
4882/1294    0.005    0.000    0.007    0.000 sre_parse.py:174(getwidth)
        3    0.000    0.000    0.007    0.002 subprocess.py:1552(_execute_child)
        1    0.000    0.000    0.007    0.007 name.py:362(_RFC4514NameParser)
      560    0.002    0.000    0.007    0.000 typing.py:659(__init__)
        1    0.000    0.000    0.007    0.007 npydecl.py:1(<module>)
       13    0.000    0.000    0.007    0.001 _docscrape.py:140(__init__)
        1    0.000    0.000    0.007    0.007 session.py:9(<module>)
        2    0.000    0.000    0.007    0.003 filters.py:124(get_filter)
   213/15    0.001    0.000    0.007    0.000 core.py:3675(streamline)
        2    0.000    0.000    0.007    0.003 filters.py:170(load_filter)
     3144    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
       83    0.000    0.000    0.007    0.000 core.py:2984(parseImpl)
        1    0.000    0.000    0.007    0.007 parser.py:5(<module>)
     1291    0.002    0.000    0.007    0.000 copy.py:66(copy)
19633/19612    0.004    0.000    0.007    0.000 abstract.py:117(__hash__)
        1    0.000    0.000    0.007    0.007 axis3d.py:5(<module>)
      100    0.003    0.000    0.007    0.000 util.py:182(_collapse_string_to_ranges)
  302/215    0.001    0.000    0.007    0.000 typing.py:347(__getitem__)
        3    0.000    0.000    0.007    0.002 api.py:1(<module>)
        1    0.000    0.000    0.007    0.007 __init__.py:9(<module>)
        1    0.000    0.000    0.007    0.007 feedparser.py:5(<module>)
     2450    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
        6    0.000    0.000    0.006    0.001 npyio.py:232(__getitem__)
        1    0.000    0.000    0.006    0.006 cm.py:1(<module>)
     1728    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1070(path_stats)
    15037    0.006    0.000    0.006    0.000 {method 'split' of 'str' objects}
       12    0.000    0.000    0.006    0.001 core.py:2973(re_match)
        1    0.000    0.000    0.006    0.006 override.py:1(<module>)
       12    0.000    0.000    0.006    0.001 core.py:2961(re)
        1    0.000    0.000    0.006    0.006 __init__.py:68(do_override)
       99    0.000    0.000    0.006    0.000 dataclasses.py:375(_create_fn)
        1    0.000    0.000    0.006    0.006 __init__.py:51(ensure_local_distutils)
        1    0.000    0.000    0.006    0.006 _pickle.py:1(<module>)
        1    0.000    0.000    0.006    0.006 containers.py:1(<module>)
   171/26    0.000    0.000    0.006    0.000 core.py:3635(leave_whitespace)
     6055    0.001    0.000    0.006    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.006    0.006 extending.py:1(<module>)
        1    0.000    0.000    0.006    0.006 tempfile.py:279(gettempdir)
  356/177    0.000    0.000    0.006    0.000 core.py:3722(copy)
        1    0.000    0.000    0.006    0.006 tempfile.py:177(_get_default_tempdir)
    37185    0.005    0.000    0.006    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.006    0.003 markers.py:5(<module>)
      684    0.003    0.000    0.006    0.000 __init__.py:691(add)
        1    0.000    0.000    0.006    0.006 quiver.py:1(<module>)
        2    0.000    0.000    0.006    0.003 specifiers.py:299(Specifier)
        1    0.000    0.000    0.006    0.006 calls.py:1(<module>)
        1    0.006    0.006    0.006    0.006 {built-in method posix.unlink}
        3    0.000    0.000    0.006    0.002 core.py:3949(parseImpl)
     1868    0.001    0.000    0.006    0.000 genericpath.py:39(isdir)
        6    0.000    0.000    0.006    0.001 core.py:878(try_parse)
     3581    0.005    0.000    0.006    0.000 version.py:444(_cmpkey)
        8    0.000    0.000    0.006    0.001 format.py:582(_read_array_header)
        1    0.000    0.000    0.006    0.006 compat.py:14(<module>)
      101    0.002    0.000    0.006    0.000 artist.py:140(<listcomp>)
        4    0.000    0.000    0.006    0.001 fetch.py:61(__call__)
        4    0.000    0.000    0.006    0.001 fetch.py:64(fetch)
        2    0.000    0.000    0.006    0.003 fetch.py:52(fetch_audio_data)
        1    0.000    0.000    0.006    0.006 _ltisys.py:1(<module>)
   110/27    0.000    0.000    0.006    0.000 core.py:4409(streamline)
        1    0.000    0.000    0.006    0.006 yacc.py:3214(yacc)
        1    0.000    0.000    0.006    0.006 codegen.py:781(_finalize_final_module)
        2    0.000    0.000    0.006    0.003 decorate.py:271(__call__)
 1568/639    0.000    0.000    0.006    0.000 core.py:1857(name)
        1    0.000    0.000    0.006    0.006 library.py:1(<module>)
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
 1409/498    0.000    0.000    0.005    0.000 core.py:1832(default_name)
        1    0.000    0.000    0.005    0.005 _policybase.py:1(<module>)
        8    0.000    0.000    0.005    0.001 format.py:547(_filter_header)
      525    0.000    0.000    0.005    0.000 __init__.py:1417(_get_metadata_path)
     7015    0.005    0.000    0.005    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.005    0.005 backend.py:6(<module>)
       28    0.000    0.000    0.005    0.000 core.py:2678(__init__)
5065/1228    0.001    0.000    0.005    0.000 abc.py:100(__subclasscheck__)
        2    0.000    0.000    0.005    0.003 exceptions.py:15(<module>)
      529    0.001    0.000    0.005    0.000 __init__.py:1496(_fn)
        3    0.000    0.000    0.005    0.002 api.py:242(new)
        1    0.000    0.000    0.005    0.005 core.py:7(<module>)
     1269    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      102    0.000    0.000    0.005    0.000 __init__.py:1440(get_metadata_lines)
        6    0.000    0.000    0.005    0.001 version.py:1(<module>)
    44148    0.005    0.000    0.005    0.000 {method 'group' of 're.Match' objects}
5065/1228    0.005    0.000    0.005    0.000 {built-in method _abc._abc_subclasscheck}
      152    0.000    0.000    0.005    0.000 tokenize.py:429(_tokenize)
       13    0.000    0.000    0.005    0.000 _docscrape.py:371(_parse)
        1    0.000    0.000    0.005    0.005 codegen.py:996(_finalize_specific)
        9    0.000    0.000    0.005    0.001 typeconv.py:96(promote_unsafe)
     3527    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.005    0.005 args.py:13(<module>)
       12    0.000    0.000    0.005    0.000 dataclasses.py:1168(make_dataclass)
     7178    0.003    0.000    0.005    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.005    0.005 cm.py:40(_gen_cmap_registry)
       18    0.000    0.000    0.005    0.000 rcsetup.py:724(validate_cycler)
  356/177    0.000    0.000    0.005    0.000 core.py:3724(<listcomp>)
        2    0.000    0.000    0.005    0.002 _classes.py:1(<module>)
      220    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
        1    0.000    0.000    0.005    0.005 api.py:137(dlopen)
        1    0.000    0.000    0.005    0.005 api.py:830(_make_ffi_library)
        1    0.000    0.000    0.005    0.005 _rotation_groups.py:1(<module>)
        5    0.000    0.000    0.005    0.001 codegen.py:1058(wrapper)
   102/17    0.000    0.000    0.005    0.000 core.py:4092(streamline)
        1    0.000    0.000    0.005    0.005 api.py:804(_load_backend_lib)
      219    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
        1    0.000    0.000    0.005    0.005 pythonapi.py:1(<module>)
       24    0.000    0.000    0.005    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.005    0.005 executionengine.py:87(finalize_object)
     2258    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.005    0.005 _t_sne.py:11(<module>)
     3527    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:103(release)
     2647    0.001    0.000    0.005    0.000 castgraph.py:39(insert)
        2    0.000    0.000    0.005    0.002 parser.py:1(<module>)
      250    0.000    0.000    0.005    0.000 typing.py:802(__getitem__)
        1    0.000    0.000    0.005    0.005 compat.py:13(<module>)
      464    0.001    0.000    0.005    0.000 inspect.py:1812(_signature_bound_method)
      136    0.000    0.000    0.005    0.000 tokenize.py:98(_compile)
        1    0.000    0.000    0.005    0.005 _windows.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _geometric_slerp.py:1(<module>)
        2    0.000    0.000    0.005    0.002 analysis.py:1(<module>)
        1    0.000    0.000    0.005    0.005 base_events.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _morestats.py:1(<module>)
     1728    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
        1    0.000    0.000    0.004    0.004 fixes.py:1(<module>)
       47    0.000    0.000    0.004    0.000 __init__.py:1305(_add_data_doc)
        1    0.000    0.000    0.004    0.004 docstringparser.py:13(<module>)
        1    0.000    0.000    0.004    0.004 cpu.py:1(<module>)
        9    0.000    0.000    0.004    0.000 six.py:96(__get__)
       41    0.000    0.000    0.004    0.000 _add_newdocs_scalars.py:62(<genexpr>)
      220    0.000    0.000    0.004    0.000 core.py:1352(__add__)
    57177    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.004    0.004 py3k.py:1(<module>)
        5    0.000    0.000    0.004    0.001 six.py:119(_resolve)
       21    0.000    0.000    0.004    0.000 platform.py:890(system)
       41    0.000    0.000    0.004    0.000 platform.py:752(uname)
      171    0.000    0.000    0.004    0.000 core.py:3643(<listcomp>)
     1274    0.001    0.000    0.004    0.000 _param_validation.py:74(<listcomp>)
        1    0.000    0.000    0.004    0.004 index_tricks.py:1(<module>)
        1    0.000    0.000    0.004    0.004 platform.py:609(_syscmd_uname)
        1    0.000    0.000    0.004    0.004 distance.py:1(<module>)
      314    0.001    0.000    0.004    0.000 overrides.py:170(decorator)
       85    0.000    0.000    0.004    0.000 deprecation.py:416(make_keyword_only)
      804    0.000    0.000    0.004    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.004    0.004 _logistic.py:1(<module>)
        1    0.000    0.000    0.004    0.004 yacc.py:1978(read_table)
      323    0.000    0.000    0.004    0.000 inspect.py:3032(bind)
     4150    0.002    0.000    0.004    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.004    0.004 Image.py:27(<module>)
     8389    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
      585    0.001    0.000    0.004    0.000 inspect.py:2865(replace)
      132    0.000    0.000    0.004    0.000 extending.py:127(decorate)
9114/8981    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.004    0.004 _root.py:1(<module>)
        1    0.000    0.000    0.004    0.004 factory.py:14(<module>)
      323    0.003    0.000    0.004    0.000 inspect.py:2901(_bind)
        1    0.000    0.000    0.004    0.004 _dill.py:8(<module>)
        1    0.000    0.000    0.004    0.004 artist.py:1(<module>)
        1    0.000    0.000    0.004    0.004 reader.py:18(<module>)
        1    0.000    0.000    0.004    0.004 _resampling.py:1(<module>)
      278    0.001    0.000    0.004    0.000 c_parser.py:368(_build_declarations)
        1    0.000    0.000    0.004    0.004 typeof.py:1(<module>)
        1    0.000    0.000    0.004    0.004 reader.py:45(Reader)
      293    0.000    0.000    0.004    0.000 typing.py:689(copy_with)
     2548    0.002    0.000    0.004    0.000 _param_validation.py:103(make_constraint)
      774    0.002    0.000    0.004    0.000 version.py:293(__str__)
      223    0.001    0.000    0.004    0.000 core.py:3783(__init__)
        1    0.000    0.000    0.004    0.004 table.py:9(<module>)
     1238    0.001    0.000    0.004    0.000 re.py:203(sub)
        1    0.000    0.000    0.004    0.004 _pslinux.py:5(<module>)
    18894    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.003    0.003    0.004    0.004 soundfile.py:1412(_cdata_io)
       21    0.000    0.000    0.004    0.000 enum.py:430(_create_)
        1    0.000    0.000    0.004    0.004 ssl.py:4(<module>)
       13    0.000    0.000    0.004    0.000 enum.py:483(_convert_)
     5184    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        3    0.000    0.000    0.004    0.001 patches.py:2189(__init_subclass__)
        3    0.000    0.000    0.004    0.001 _util.py:1(<module>)
        6    0.000    0.000    0.004    0.001 patches.py:2231(pprint_styles)
        3    0.000    0.000    0.004    0.001 typeconv.py:110(unsafe_unsafe)
      529    0.001    0.000    0.004    0.000 __init__.py:1502(_validate_resource_path)
      150    0.000    0.000    0.004    0.000 typing.py:818(__getitem_inner__)
        3    0.000    0.000    0.004    0.001 _distributor_init.py:1(<module>)
    15550    0.004    0.000    0.004    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.004    0.001 core.py:5684(srange)
        1    0.000    0.000    0.004    0.004 api.py:213(sizeof)
        2    0.000    0.000    0.004    0.002 _unsupervised.py:1(<module>)
        1    0.000    0.000    0.004    0.004 overloads.py:1(<module>)
        1    0.000    0.000    0.004    0.004 c_parser.py:9(<module>)
        3    0.000    0.000    0.004    0.001 request.py:1(<module>)
14508/14504    0.003    0.000    0.004    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.003    0.003 inspect.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mbcsgroupprober.py:30(<module>)
     1876    0.003    0.000    0.003    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.003    0.003 scale.py:1(<module>)
        1    0.000    0.000    0.003    0.003 numpy_support.py:1(<module>)
      872    0.002    0.000    0.003    0.000 core.py:455(__init__)
        1    0.003    0.003    0.003    0.003 yacctab.py:4(<module>)
        1    0.000    0.000    0.003    0.003 numeric.py:1(<module>)
       32    0.000    0.000    0.003    0.000 colors.py:1026(from_list)
        1    0.000    0.000    0.003    0.003 _linprog.py:1(<module>)
        1    0.000    0.000    0.003    0.003 font_manager.py:1(<module>)
      143    0.000    0.000    0.003    0.000 typing.py:677(__getitem__)
        1    0.000    0.000    0.003    0.003 __init__.py:26(<module>)
